0,1,2,3,4,5,6,7,Y
1.273229905393502,0.39403956327191936,-6.236430292041676,-3.0515058659550847,-1.0606749199022913,-2.458916599052693,-1.4220271014484898,1.147177014067756,1
-0.9090802970465246,4.84268151270739,-5.471670791563519,-2.5420797241052435,-1.6211342065916903,-2.0564772917012113,-0.197514178574021,-0.925445364158595,1
-4.005885119992372,3.5594421899767696,-0.5867378573516752,-4.499625047776891,0.3512721057278422,-1.2036337086525424,0.3446160299963486,-0.39490834807411124,1
-5.641734283494168,3.1058561221982655,1.9761037388253866,-4.706197258098727,0.509382843233041,-1.76502345700699,0.7458907363224501,0.7033642644041919,1
0.9784460178185952,2.779975504915632,-5.674462145660441,-3.1699323810133744,-2.1313072605114836,6.10728305224406,4.593732904454081,-3.759866054754954,1
-1.3246536477837505,3.9512653964350877,-2.824230582246642,-2.8619828600702863,-2.3190973422272125,-0.13832509602009055,-1.0029424325316636,0.5775835263997939,2
1.3071222266421247,-3.4679755090853885,-3.290303760991187,-3.6851679476702492,-0.05109988170803282,0.5984007616266453,-0.6344047221040866,1.3581157770779013,2
-1.0581251713043085,3.4665434192455766,-3.0689331565631717,-3.1654978177877946,-0.5609002646102604,-0.4909734911595554,-3.0942169070210093,-3.0894824401636742,2
-3.147119620187401,11.01939921672519,-1.7694786505543252,-2.9059496208020383,-2.532145204105213,-1.5136524101228925,0.5414651982899685,-0.5752695764889202,2
-7.583802808283205,4.083612765989652,5.048342483689646,-5.425994864729589,1.7752674456212616,-0.8759590318792742,-0.4430051386149126,0.6782127512176672,2
-0.5195022639673974,3.0792486504505354,-1.6252674658840496,-3.7246198380145077,0.04901794500250381,1.6817764206448316,-0.6304163668723265,2.4165414573919435,3
-3.5113478149349544,4.956539564054228,0.22294022567440347,-2.585448397464429,-1.874327793779783,2.670584304847299,0.9650755415169768,-0.9186408078558133,3
7.558224161396938,7.250006954244313,4.04795811078235,-2.126394987138112,-0.7698608522644161,-1.3723870496233233,-0.5888418605219093,0.965590740079332,3
