0,1,2,3,4,5,Y
2.7957475619755074,6.165675888560276,2.260807248929333,-1.9023704577737932,3.2729088462792957,0.8206709766228083,1
2.390084614510081,6.0019627885596405,1.913356860932462,-3.768465632721935,1.4409807521171023,2.3355674459432567,1
1.4695860050459588,5.96953255898655,2.9250734481427876,-1.167586455527557,1.70819672772109,2.5160101052138613,1
2.759727682454173,5.212460959562833,1.1632545807552468,-2.233412857970809,0.2759601106991618,0.6841621023573579,1
1.2928472885411826,5.92287366240992,1.65529791884617,-3.000736628517468,1.1024463101759856,2.359991727798985,1
3.988926171823243,7.858114272964656,-0.1814540931591344,-0.2683507775496937,1.3946858659454777,-2.3306109642150834,2
3.45428035908624,5.465708069072607,0.3370607349163305,0.7805287956336853,0.41967428176843746,0.03679272178206461,2
4.164017811112653,6.013897972555654,-1.3647412142898534,-0.38522824730535565,3.041476268150547,-2.88800604168115,2
3.7465220972305144,5.861823712969998,-1.4074286821704287,0.08633477293679383,0.8928625507830603,-1.1613611581311192,2
3.235422526058981,6.364397778710899,-0.5285625172977102,-0.8778434131244655,2.3574515292833316,-0.2746014705748688,2
8.152932116616055,5.456722530739987,-4.536179945305789,0.6176251458391787,-1.3137368263879972,0.9065098573464591,3
6.2903558729263835,4.6174650326325,-3.2910635933927455,0.16087106389074454,-0.9126240607731357,1.3478745139568926,3
6.979398519550963,5.089497743774487,-4.691233305781416,0.5111955037592892,-1.1914971226746673,0.9917227663292706,3
6.8635380509697805,4.682453855720368,-5.794094509929211,0.5842787649089489,-0.7050937474308916,1.0584284158814576,3
5.887370062239466,5.611914278695177,-3.780562478711255,0.7905247067755877,-3.437022211304025,-0.18925396100010844,3
9.61134497815781,4.015976966387469,-6.9188124636020145,-1.3046252948801254,1.5913178809619042,-1.2182597651665468,4
10.207383349376554,2.7755489066144077,-4.345073214536975,1.9663816971117392,0.730862271917721,-1.1731823294312358,4
8.810655840628268,5.113269967397745,-5.012852348254757,-0.07071922569953037,0.26809794879418675,-0.3868681715841461,4
9.296646990439235,3.6909341214985334,-6.055539187349961,0.1511749525499022,-1.2052753825390725,-0.40770679157863376,4
8.663670496477494,4.054747974445629,-7.358927298668083,0.6383529694311483,-1.1800538189503518,0.1340619818185327,4
7.020886481212587,-0.24231923999638827,3.5262288040232943,2.7200900858343315,0.41836451600299784,0.4979268553285976,5
5.942911995205952,-2.068808604596054,3.7237066191857817,2.9925116113090393,-0.6305853162676571,-0.04832651249601638,5
6.662440073490641,-2.37895984111287,3.000343202579968,3.9751704233866922,-0.9964950341653378,1.39139458191918,5
5.374392164305716,-2.709127897880824,3.5928797954813274,1.8271511555297444,0.1316412637301405,1.6693427969509331,5
6.91445893490746,-0.2672114539400898,-0.48278541591024776,5.29388622551276,0.1536302973854649,0.9732783607243554,5
9.779778049553691,-5.354745911434642,1.253927245155122,0.846409922096544,-0.6686750673433677,1.274400775511312,6
6.824682022747522,-3.141685904629687,3.3886212953594086,2.441598606725325,-1.3677522942638445,2.6693843455461357,6
7.782668809084214,-5.806653946868776,1.9629474300450072,0.481758701028696,-0.5162830966961973,0.5161863322633294,6
